主文/留言,作者,時間,標題,推/噓,內容
主文,charles0939 (charles0939),2021/9/4 09:46,[新聞] 台股基金 績效贏大盤,無,"台股基金 績效贏大盤


2021-09-03 00:00 經濟日報 記者高瑜君／台北報導

https://i.imgur.com/FFptXM2.jpg
圖／經濟日報提供
圖／經濟日報提供

台股近三個月來上沖下洗，加權指數小漲0.9%，台股一般型基金表現相對犀利，平均漲幅
7.8%，表現強於大盤。

法人指出，經歷過這一波修正，台股預估本益比已降至14倍，處在五年平均以下，有利籌
碼面沉澱，回歸基本面，隨著台股企業獲利與經濟成長均獲得調高，建議投資人把握回檔
時機，分批布局台股基金。

日盛上選基金研究團隊表示，近期一連串的強彈使得各期均線都轉為上揚，加上中長期企
業獲利持續支撐台股，後市表現不看淡。

就科技股來看，儘管美歐解封可能使數位經濟需求減弱，但5G手機才正迎來換機潮、伺服
器才於今年第2季進入新平台帶動的換機潮、汽車電子的應用也將逐漸開花結果，相關族
群產業營收及獲利仍在成長趨勢當中。持續看好第4季電子出貨旺季。

安聯台灣大壩基金經理人蕭惠中表示，在非電族群方面，關注受惠結構性成長的、獲利持
續上修中的產業以及公司，像是鋼鐵、電動自行車、家飾產品、再生能源政策受惠族群，
此外，受惠美國內需市場回溫的飲料連鎖，以及中國滲透率還在提升的隱形眼鏡、產品升
級提價的光學手術服務也是持續注意焦點。

野村積極成長基金經理人邱翠欣表示，美台兩地股市同步性高，只要美股不出大問題，就
不用太擔心台股表現。但現階段電子利空並不少，包括：面板報價下滑、集邦看衰DRAM第
4季報價、 PC業績下修及伺服器旺季無法正常出貨等， 加上當沖縮手導致成交量下滑，
因此，上半年一馬當先的台股若出現技術修正，均屬正常現象。

國泰台灣高股息基金經理人林耕億表示，目前台股是健康修正，主要關注低波高息的金融
股與大型電子股，並將視價格布局基本面佳、明年成長性無虞的產業個股，且優先加碼股
息配發穩定的優質高息股。隨著股市震盪整理、籌碼沉澱後，往往有機會迎來下一波漲勢
。

https://fund.udn.com/fund/story/5854/5718545


"
回覆,afcs307,2021/9/4 13:45,[新聞] 台股基金 績效贏大盤,推,安聯三強真的不錯，先前大盤下殺時，雖然跌但也相對抗跌，最近又漲回先前大盤下殺前的高點了
回覆,uyulala,2021/9/4 14:33,[新聞] 台股基金 績效贏大盤,推,如果說從7/15相對高點來看，是沒有相對抗跌的，但是從低點往上的漲幅是比大盤強的
回覆,protoss666,2021/9/4 20:41,[新聞] 台股基金 績效贏大盤,推,大壩+1
回覆,j49222106,2021/9/5 16:54,[新聞] 台股基金 績效贏大盤,推,大壩+1
回覆,lulu0408,2021/9/5 17:55,[新聞] 台股基金 績效贏大盤,推,大壩+1
回覆,pk0943,2021/9/5 20:01,[新聞] 台股基金 績效贏大盤,推,大壩+1
回覆,kiac90646,2021/9/6 01:34,[新聞] 台股基金 績效贏大盤,推,大壩跟臺灣智慧基金不錯
回覆,alucarrd,2021/9/6 15:09,[新聞] 台股基金 績效贏大盤,推,科技明明也不錯  怎麼都不太會被獨推
回覆,murphytsai,2021/9/7 10:25,[新聞] 台股基金 績效贏大盤,推,科技大多買美國科技比較多
回覆,gdefend,2021/9/7 22:47,[新聞] 台股基金 績效贏大盤,推,大壩+1
回覆,wihuanga,2021/9/9 11:19,[新聞] 台股基金 績效贏大盤,推,安聯三強超讚的
主文,chihli (夏天就是要喝冬瓜茶),2021/9/3 12:15,[問題] 定期定額0050ETF還會做波段嗎？,無,"以前在Richart上買了定期定額的0050ETF
最近覺得投資報酬率還滿理想的
也有再看上另外幾檔基金想要入手
再考慮是不是要先把0050的部分獲利了結
等到大盤稍微低一點的時候再接回來

想問問有定期定額的各位
會堅守定期定額的原則，還是也會依照實際情況去進出場呢？

"
回覆,pupuliao,2021/9/3 12:18,[問題] 定期定額0050ETF還會做波段嗎？,推,我ETF 都是單筆買進 然後不存在 高拋低接  這回是因為難以預測 但是會在崩盤時加碼
回覆,Radiomir,2021/9/3 12:32,[問題] 定期定額0050ETF還會做波段嗎？,推,"「部分獲利了結」這議題值得探討, 能減少你焦慮就做吧"
回覆,candyrain821,2021/9/3 12:46,[問題] 定期定額0050ETF還會做波段嗎？,推,Richart上的是0050連結的基金，應該不是0050本尊，有誤請指正喔！
回覆,paoet,2021/9/3 13:55,[問題] 定期定額0050ETF還會做波段嗎？,推,Richart可以調整定期定額的扣款日啊 你可以改成晚點扣款這樣就有資金去買其他的標的了
回覆,pk0943,2021/9/3 15:09,[問題] 定期定額0050ETF還會做波段嗎？,推,建議直接去股市買0050較好操作。
回覆,mimiysim,2021/9/3 16:12,[問題] 定期定額0050ETF還會做波段嗎？,推,規則是死的 還是依照自身情況去調整吧
回覆,RS44,2021/9/3 17:24,[問題] 定期定額0050ETF還會做波段嗎？,推,事實上在你退休前只持續買進不賣出就有不錯的績效了真的不用吹毛求疵要很完美很完美的高出低進
回覆,coffee771,2021/9/3 18:04,[問題] 定期定額0050ETF還會做波段嗎？,推,有獲利是可以先做部分了結沒關係 畢竟只有進到口袋裡的才是真的
回覆,rainsilver,2021/9/3 18:09,[問題] 定期定額0050ETF還會做波段嗎？,推,就是心理感受比較好 但那是很重要的投資最後還是看心理承受程度
回覆,Rohmer,2021/9/3 19:23,[問題] 定期定額0050ETF還會做波段嗎？,推,如果台股大盤直上2萬點，你會不會後悔太早賣？
回覆,popolili,2021/9/3 19:47,[問題] 定期定額0050ETF還會做波段嗎？,推,不會做波段可能你出場以後，就沒有然後了QQ
回覆,pk0943,2021/9/3 20:29,[問題] 定期定額0050ETF還會做波段嗎？,推,直接去股市買 你比較有機會買黑不買紅 相對較安全定期定額你很容易都扣在高點
回覆,j49222106,2021/9/4 06:18,[問題] 定期定額0050ETF還會做波段嗎？,推,大家都會建議你，去股市買真正的0050
回覆,michaelgodtw,2021/9/5 19:22,[問題] 定期定額0050ETF還會做波段嗎？,推,0050當然低接手，大殺在來接
回覆,joyca,2021/9/6 13:40,[問題] 定期定額0050ETF還會做波段嗎？,推,啊你這樣就不叫定期定額啦 你有理解etf定期定額是為了什麼嗎？
回覆,Huang10,2021/10/5 14:33,[問題] 定期定額0050ETF還會做波段嗎？,推,看自己定期定額目的是什麼吧，但部分先賣掉比較心安的話就這麼做吧
主文,mermaidrome (),2021/9/8 18:55,[討論] 現在進場到底是不是糕點?,無,"小的我因為基富通有開戶優惠，所以才去開戶的
其實平常也沒碰基金...但就這個機會想說好好研究一下
距離定期定額的酷碰券使用期限也還有三個月

上周五鮑爾表示在年底前會開始減少購債
升息看起來應該是不會這麼快
但如果升息感覺就崩

現在Delta變種病毒又開始亂啊亂
整體環境看起來就是利空
沒熱錢感覺整體就是大跌的開始...

想要進場是不是也要大致觀察一下接下來兩三個月的狀況
崩崩的話，從低點開始定期定額也是比較好的吧
這邊版怎麼看待目前的經濟環境呢?

"
回覆,pupuliao,2021/9/3 11:47,[討論] 現在進場到底是不是糕點?,推,我的做法是 先投入一些 如果碰到崩盤就加碼不要試圖去抓高低點，可以投入美股這種長期向上的買一點的好處是 你會開始注意相關新聞 知道整體上下狀況你都花錢了，就會開始忍真研究了 我自己的做法是分散投資 然後股債平衡
回覆,yuansiyu,2021/9/3 12:56,[討論] 現在進場到底是不是糕點?,無,定期定額不看是否高點，因為從高點贖回就會從高點起扣而且從高點開始起扣的那一筆，就可以知道接下來可以買越便宜或是買貴，也比較好加碼如果從低點開始定期定額，報酬率會很漂亮，但是絕對金額就不高；如果可以扣一個完整循環，報酬率與絕對金額俱佳
回覆,hom1979,2021/9/3 12:56,定期定額不看是否高點，因為從高點贖回就會從高點起扣而且從高點開始起扣的那一筆，就可以知道接下來可以買越便宜或是買貴，也比較好加碼如果從低點開始定期定額，報酬率會很漂亮，但是絕對金額就不高；如果可以扣一個完整循環，報酬率與絕對金額俱佳,推,我說高點你信嗎？我說低點你信嗎？
回覆,coffee771,2021/9/3 18:07,[討論] 現在進場到底是不是糕點?,無,有人說萬五萬六萬七糕點  很難說啦
回覆,ilutc,2021/9/3 18:07,有人說萬五萬六萬七糕點  很難說啦,推,我四月進場 當時加權指數和現在相差無幾 17000~17500定時定額 低點加碼 現在台股基金報酬率都在10~15%左右定時定額隨時都可以進場 因為沒人知道現在是波段高點還是低點 才用定時定額分散風險 若真怕的話 可以先小額分批進場設定目標 比如每跌10%加碼一次之前大家也沒想到 鮑爾會在年會上發表那麼鴿式的訊息造就八月下旬到目前為止的大反彈 所以 沒人能說得準啦定時定額下去就對了
回覆,a281393,2021/9/6 17:04,[討論] 現在進場到底是不是糕點?,推,是說每次都有基富通優惠和市場有甚麼關聯性一樣的感覺應該說如果市場下跌有優惠加碼就是一樁好事，但都蠻巧的
回覆,Quintos,2021/9/8 18:23,[討論] 現在進場到底是不是糕點?,推,低點  會上2萬     你信嗎
回覆,pk0943,2021/9/8 20:38,[討論] 現在進場到底是不是糕點?,推,現在是低點，快上2萬了，趕快加碼吧。
主文,GMTB (Gene mutation the black),2021/9/2 16:43,[新聞] 首推「基金交換」全新機制，好好基金平台,無,"首推「基金交換」全新機制，好好基金平台 10 月上線
https://finance.technews.tw/2021/08/31/good-fund-platform/


作者 姚 惠茹 | 發佈日期 2021 年 08 月 31 日 15:43 |

https://i.imgur.com/3u2YHFV.jpg

金融科技新創「好好投資」，孵化改制落地為「好好證券」，31 日宣佈旗下「好好基金
」平台起跑，預計 10 月正式上線，以「投資本該如此簡單」為口號，主打傳統基金申購
、贖回的初級市場制度，並打造，首推讓投資人彼此間得以直接「基金交換」機制，提供
客戶自由挑選。

好好背後的推手是藍濤亞洲總裁黃齊元，並分享自己結緣好好是三年前在管理的 「新北
市-亞馬遜 AWS 聯合創新中心」，看中好好會是能整合許多資源的平台，還有商業模式可
快速擴大複製到國外，以及管理團隊的金融實務經驗。

好好證券董事長楊少銘表示，好好基金平台走的是專營基金的網路券商路線，用網路就可
在線上輕鬆開戶，隨時隨地下單投資全世界，以能上網的電腦、手機作為理財入口，只要
線上五分鐘，就可以開立基金證券帳戶，並綁定銀行交割帳戶。

楊少銘指出，好好基金平台申購收費採用「先買後付」模式，只要成為好好市民，全平台
基金申購零手續費，僅在贖回收取 0.3% 手續費，假設贖回總報酬率為負數則減免收費，
也就是客戶如果在賣出基金後沒賺錢，平台不收費。

楊少銘說明，好好基金平台獲利來源為手續費，包括贖回、交換及分潤三種模式，提供傳
統基金申購、贖回的初級市場制度，並打造一個次級市場交易平台，讓投資人彼此間得以
直接「基金交換」，等於申贖、交換兩種機制的雙交易模式，提供客戶可自由挑選。

楊少銘強調，好好基金平台目前已能提供數百檔基金商品，申購門檻降到最低僅新台幣
 2,000 元起，並針對 Z 世 代，即 1992 年以後出生的好好市民，以及其庫存基金市值
在 100 萬以下者，申贖基金的手續費用都能減免，大幅降低年輕人的投資門檻與成本。

"
回覆,moom50302,2021/9/2 18:42,[新聞] 首推「基金交換」全新機制，好好基金平台,推,挺吸引人的，到時候轉個幾支看看
回覆,Fz,2021/9/2 20:17,[新聞] 首推「基金交換」全新機制，好好基金平台,無,沒解決到痛點啊 貴的是基金內扣費用
回覆,Radiomir,2021/9/2 20:17,[新聞] 首推「基金交換」全新機制，好好基金平台,無,覺得內扣貴就改買etf呀...
回覆,taipoo,2021/9/2 20:17,[新聞] 首推「基金交換」全新機制，好好基金平台,無,覺得沒有很吸引人耶！沒有看到任何優點
回覆,celtics1997,2021/9/2 20:17,覺得沒有很吸引人耶！沒有看到任何優點,推,@taipoo 錢奴的幻想故事超吸引人https://bit.ly/3ByUDhl@taipoo錢奴的幻想愛情故事(與 中天主播 小湯圓)#1X715Q9s (love)#1XAchHfK (Taipeiman)
回覆,shakira918,2021/9/3 12:20,[新聞] 首推「基金交換」全新機制，好好基金平台,推,贖回收0.3%？所以賺越多收越多..別的平台收本金的%數，這個直接收收益後的%數...
回覆,iamnotiam,2021/9/8 06:21,[新聞] 首推「基金交換」全新機制，好好基金平台,無,有好有壞，你賺錢分紅，你虧錢不收費，其他平台收本金手續費是不管你賺還是賠都要多出這一筆
回覆,uyulala,2021/9/8 06:21,有好有壞，你賺錢分紅，你虧錢不收費，其他平台收本金手續費是不管你賺還是賠都要多出這一筆,推,三家基金平台很容易找到0手續費的機會，這家沒什誘因
回覆,sylee007,2021/9/8 11:09,[新聞] 首推「基金交換」全新機制，好好基金平台,推,新平台嗎?
主文,pledge0924 (黑人問號),2021/9/1 05:58,[問題] 股市在高檔各位怎麼調整基金,無,"如題

家人把基金帳戶都交給我管理

之前有在板上問過後收基金的問題

現在想請問現在股市在高檔各位會怎麼調整基金配置

家人放比較多資金的大概是這幾支

鋒裕匯理新興市場債券Ｂ南配
ＮＢ高收益債券Ｂ美元月配
ＮＮＬ新興市場債券Ｙ配美
霸菱環球高息債券基金
聯博全球高收益債券基金

以上4支是後收...大概都介於1~2年之間

其中兩個是投資新興市場
三個是高收益債券

然後還有一張投資型保單有四成資金投資美股
9/11滿一年 第二年解約4%手續費
我算過第二年手續費
1.7%經理費
0.1%保單帳戶保管費*12=1.2%
其實提前解約也虧4%-1.7%-1.2%=1.1%
感覺也虧的不多
目前含息報酬率大概12% 蠻想提前贖回的
(這張保單不能把錢轉到貨幣帳戶 不然我很想把錢轉到美金貨幣帳戶)
我別的投資型保單都可以把錢轉到貨幣帳戶欸 所以不是每個都這樣嗎
這張保單是投資這個

富邦人壽委託貝萊德投信-享倍利月提解全權委託投資帳戶


目前是知道高收益債券走勢其實跟股市是正相關的

新興市場債券那些我就不太清楚算不算高收益債券

只知道有穩定配息

想請問如果基金OR投資型保單

在股市高檔的時候你們會怎麼調整

有獲利會先獲利了結嗎?

還是會繼續放著不動

"
回覆,shakira918,2021/9/1 07:18,[問題] 股市在高檔各位怎麼調整基金,推,配息債券買了就是領到死不管他的...除非是考慮單筆加碼
回覆,uyulala,2021/9/1 07:46,[問題] 股市在高檔各位怎麼調整基金,推,我自己大概會在Fed升息前平衡一下積極型標的
回覆,girld,2021/9/1 10:10,[問題] 股市在高檔各位怎麼調整基金,推,你的都債，我會從績效差的慢慢砍。找好新的標的慢慢投入，有新低點加碼投入
回覆,yuansiyu,2021/9/1 13:54,[問題] 股市在高檔各位怎麼調整基金,無,債券基金不用調，不然要怎麼領息？重點是領到了息要怎麼運用來創造複利效果
回覆,pledge0924,2021/9/1 13:54,債券基金不用調，不然要怎麼領息？重點是領到了息要怎麼運用來創造複利效果,推,了解 本來是以為高收益債券會跟著股市起伏想說看各位會不會在高檔砍一些
回覆,yuansiyu,2021/9/1 15:42,[問題] 股市在高檔各位怎麼調整基金,無,高收益債本來就會隨股市起伏，但投資高收益債目的是領息要賺資本利得的人不會選高收益債，會選股票基金目的是領息，就別想賺資本利得，債券報酬本來就來自債息把債息領走了，那淨值當然就往下掉。累積型淨值才往上走
回覆,pledge0924,2021/9/1 15:42,高收益債本來就會隨股市起伏，但投資高收益債目的是領息要賺資本利得的人不會選高收益債，會選股票基金目的是領息，就別想賺資本利得，債券報酬本來就來自債息把債息領走了，那淨值當然就往下掉。累積型淨值才往上走,推,了解了 感謝各位解惑
回覆,tsojo16,2021/9/1 19:06,[問題] 股市在高檔各位怎麼調整基金,推,債券基金不太需要動吧?
回覆,b954945,2021/9/2 08:57,[問題] 股市在高檔各位怎麼調整基金,推,我是覺得不要分那麼多檔，環球跟新興各一就好了
回覆,shuiwuhen,2021/9/2 22:28,[問題] 股市在高檔各位怎麼調整基金,推,統一黑馬買下去不就好了
主文,pupuliao (pupu),2021/8/31 18:15,Re: [問題] 年化配息率的計算方式,無,"※ 引述《LCYcpr5566 (嗯。)》之銘言：
: 最近在思考要怎麼調整配息基金的定期投資
: 順手查了一下有什麼不錯的基金
: 偶然之間發現了這檔野村人民幣季配息
: http://i.imgur.com/LrfYY7J.jpg
: 發現雖然是季配
配息基準日      除息日          發放日        每單位分配金額  年化配息率(%)
2021/07/07      2021/07/08      2021/07/15     0.2            6.40

配息當天淨值 12.5
0.2/12.5*4= 6.4%

就是這樣算
所謂的年化配息率
就是以這次配息標準 拉長到一年 可以配到多少利息
所以季配息 就是單次配息率*4

野村全球高股息基金 和 安聯收益成長基 是完全不同型值的基金
野村這檔是 專門投資股票，安聯是1/3 股票 2/3 債券的平衡型
兩邊配息穩定度來說 本來就完全不同

在假設投信只把收到的股息/債息 拿出來配 那安聯鐵定比較穩定
當然  如果透過配本金 也是可以達到穩定的效果就是了

"
回覆,LCYcpr5566,2021/9/1 08:28,Re: [問題] 年化配息率的計算方式,推,瞭解了，大感謝
回覆,popolili,2021/9/1 19:16,Re: [問題] 年化配息率的計算方式,推,謝謝分享
回覆,a9a9a8a1,2021/9/24 20:57,Re: [問題] 年化配息率的計算方式,推,謝謝分享
主文,LCYcpr5566 (嗯。),2021/8/31 17:11,[問題] 年化配息率的計算方式,無,"
最近在思考要怎麼調整配息基金的定期投資

順手查了一下有什麼不錯的基金

偶然之間發現了這檔野村人民幣季配息
http://i.imgur.com/LrfYY7J.jpg

發現雖然是季配

但是績效在今年來看算是中上（？

於是與手邊持有

多數人也頗推薦的安聯月配做比較
http://i.imgur.com/lTItyc9.jpg

卻發現整理出來的結論

野村季配息達6%，安聯卻僅有7%

突然間就不懂野村的配息率怎麼計算的

於是回去翻找
http://i.imgur.com/I3Lgo07.jpg

也是都落在7%左右

不太能夠理解怎麼野村前面2%3%

突然年化就達到6%之多

如果說年化配息率是算一個年度的平均

那安聯的是合理的，野村粗估應該落在4-5左右

如果是總和，那兩個好像也都不太對

總的就當中有什麼我遺漏的

還請版友指點一番




是說

最近手邊的摩根環球股票好像還不錯？

近期安聯往下掉的時候勉強幫我穩定軍心

不然都快崩潰了




"
回覆,chivalry1985,2021/8/31 17:11,[問題] 年化配息率的計算方式,無,*4 ？
主文,cgagod (類),2021/8/29 12:54,[組合] 退休基金組合,無,"1. 單筆/定期定額：單筆

2. 投資組合標的/配置金額：7萬鎂

霸菱優先順位資產抵押債券基金-G類美元月配息型             30%
安聯收益成長基金-AM穩定月收類股                          35%
摩根基金－美國複合收益債券基金 - JPM 美國複合收益債券    35%

3. 股債比：90%債券 股票約10%左右 安聯平衡型中有3成股票(0.35*.3≒10%

4. 組合理由：

家人最近想投資基金 求基金健檢 謝謝大家
家人主要是想穩定領配息 固以債券居多 前兩檔年化配息約7%
複合收益主要投資債券等級都BBB以上 比前兩檔來的保險 年化配息約3%
年化配息至少約5.3%以上
領到的配息 未來會再考慮投入其他基金 目前並無再投入打算

以及目前美金未來匯率高機率會逐漸走強 有機會再賺價差


5. 進場時間：2021/09
   目前損益：0％

6. 預計停利點：暫無打算
   預計停損點：單一檔超過-15％

7. 投資目的：主要是目前美金便宜 且有100萬以下免稅
             不用擔心被課到二代健保補充費

             及家人想賺配息及匯差

8. 補充：

霸菱債券雖有94.7%有擔保 不過投資等級皆以B為主
對安聯成長不熟 是有人推薦給家人 加上基金表現不錯
想知道這兩檔常放安全嗎?
美國複合約80%的比例在政府債 如果未來升息 是不是對政府債不利?

"
回覆,girld,2021/8/29 13:13,[組合] 退休基金組合,無,https://i.imgur.com/OCoEZ6R.jpghttps://i.imgur.com/R2G3mOX.jpg
回覆,ffaarr,2021/8/29 13:13,https://i.imgur.com/OCoEZ6R.jpghttps://i.imgur.com/R2G3mOX.jpg,推,第一檔持債的到期殖利率才5.1%，再扣掉超過1.5%的費用，實際預期報酬4%都不到，如果配息7%那代表硬配本金的機率非常高，不是說一定不能買，但買之前要先有這個了解。
回覆,girld,2021/8/29 13:25,[組合] 退休基金組合,無,1.三檔剛剛都看過了，我的排序 安聯-台人最愛>霸菱-新上市>摩根-負績效2.年化7%不代表每年賺7%，是給你7%，像摩根今年賠錢，又給你7%你的錢領-自己的錢出來？3.上圖很明顯債2020/03債沒有比較不會跌一樣跌
回覆,ffaarr,2021/8/29 13:25,1.三檔剛剛都看過了，我的排序 安聯-台人最愛>霸菱-新上市>摩根-負績效2.年化7%不代表每年賺7%，是給你7%，像摩根今年賠錢，又給你7%你的錢領-自己的錢出來？3.上圖很明顯債2020/03債沒有比較不會跌一樣跌,推,第三支，持債到期殖利率1.7%，費用率1.1%，代表你現在買進預期報酬是0.6%比定存高利活存還差 還付手續費擔匯率風險完全就是拿錢去養基金公司而不是養自己，現金流也許重要但這支幾乎完全沒有合理買的理由。然後安聯那個，因為股市、高收債、可轉債都在高點，自然績效看起來不錯，但你如果要考慮未風險，那風險也是不小可轉債雖然叫作「債」，但現在的價位基本上是股的形狀因為去年漲太多大多可轉債早就超過換股的價位了，所以走勢基本就是股票走勢，實際收益率也非常低都是轉資本利得。
回覆,popolili,2021/8/29 14:48,[組合] 退休基金組合,無,謝謝分享心得
回覆,asdfonly,2021/8/29 14:48,謝謝分享心得,推,"我一開始也想拿美元買境外基金...開戶都好了...算一算手續費,經理費,分銷費...實在很高...後來決定買bnd管理費暴低0.035%,也都是BBB以上美國債券"
回覆,pupuliao,2021/8/29 17:39,[組合] 退休基金組合,推,我本沒那麼多 直接在台股買
回覆,uyulala,2021/8/29 18:10,[組合] 退休基金組合,推,不考慮研究定存股？
回覆,yugioh0351,2021/8/29 19:25,[組合] 退休基金組合,無,請問到期殖利率要怎麼查?
回覆,ffaarr,2021/8/29 19:25,請問到期殖利率要怎麼查?,推,有些基金公司的月報會有，有些還真的很糟查不到。
回覆,otice007,2021/8/31 11:24,[組合] 退休基金組合,推,感謝f大大分享
主文,uyulala (Neverending),2021/8/28 16:56,[閒聊] 今年以來國內外基金表現,無,"
資料來源
https://www.moneydj.com/funddj/ys/YP600.djhtm
https://fund.cnyes.com/search/?forSale=1

國內外基金今年以來表現最佳－不分幣別
https://i.imgur.com/gXixWlr.jpg

國外基金今年以來表現最佳－美元計價
https://i.imgur.com/MQmjb5A.jpg

國內外基金今年以來表現最差－台幣美元計價
https://i.imgur.com/UC2n0p9.jpg

"
回覆,popolili,2021/8/28 17:35,[閒聊] 今年以來國內外基金表現,無,謝謝，好奇問問關於MoneyDJ會有一個定期定額的績效，有人知道這是怎麼算的嗎？
回覆,uyulala,2021/8/28 17:35,[閒聊] 今年以來國內外基金表現,無,定期定額用Excel裡的rate函數或xirr函數算比較準吧我以前都是自己訂個每月扣款日然後拉基金當天淨值去算
回覆,ckcck,2021/8/28 17:35,[閒聊] 今年以來國內外基金表現,無,黃金有跌這麼兇？
回覆,uyulala,2021/8/28 17:35,[閒聊] 今年以來國內外基金表現,無,https://i.imgur.com/XuDFkbr.jpg 施羅德這支特別弱
回覆,popolili,2021/8/28 17:35,[閒聊] 今年以來國內外基金表現,無,謝謝U大  因為我之前有陸續將幾檔基金在moneyDJ下方的單筆申購(原幣)與定期定額(原幣)的績效抓出來比較長期來看 單筆績效都>>定期 但我自己算定期定額績效都對不太起來QQ  單筆績效倒是OK
回覆,ilutc,2021/8/28 17:35,[閒聊] 今年以來國內外基金表現,無,中國基金真慘= =
回覆,uyulala,2021/8/28 17:35,中國基金真慘= =,推,中國上周更慘。這周回升一點
回覆,taipoo,2021/8/29 03:45,[閒聊] 今年以來國內外基金表現,推,謝謝分享
回覆,popolili,2021/8/29 13:23,[閒聊] 今年以來國內外基金表現,推,中國基金定期定額中 看看最後會怎樣
主文,lexis (Only Carol),2021/8/27 10:24,[組合] 退休基金組合,無,"1. 單筆/定期定額：定期定額

2. 投資組合標的/配置金額：

目前預定每月拿20000元出來定期定額買四支基金

統一全球新科技 5000元
統一黑馬       5000元
安聯台灣智慧   5000元
路博邁5G股票基金T累積 5000元


3. 股債比：全股票

4. 組合理由：

   主要以股票型基金為主，只是在思考是不要要把統一全球新科技換成瀚亞美國高科技，

   以及是否要增加AI基金來分散投資組合。

5. 進場時間：2021/08
   目前損益：0 ％

6. 預計停利點： 30 ％
   預計停損點：-15 ％

7. 投資目的：預定獲利達30%就會贖回部分金額轉到配息基金，目標15年累積600萬退休

8. 補充：

"
回覆,uyulala,2021/8/27 10:24,[組合] 退休基金組合,無,"不太懂定期定額設停損的意義,除非你看壞標的,不然低點為何不續扣?"
回覆,pokjg,2021/8/27 12:26,[組合] 退休基金組合,無,除非你要用錢，不然幹嘛停？
回覆,Radiomir,2021/8/27 12:26,[組合] 退休基金組合,無,"不停損扣15年, 如果第15年左右遇大空頭, 績效就差很多"
回覆,uyulala,2021/8/27 12:26,"不停損扣15年, 如果第15年左右遇大空頭, 績效就差很多",無,如果有訂期限，越靠近期限才要越保守，一開始不用停利的部份則要看是否看壞標的前景
回覆,pupuliao,2021/8/27 13:51,[組合] 退休基金組合,無,如果目標是 15年 根本不需要設定30% 停利吧根本享受不到利滾利的 絕對威力只需要在退休前 把基金轉往配息基金就好了
回覆,rainsilver,2021/8/27 13:55,[組合] 退休基金組合,無,15年30%停利點確實怪怪的
回覆,pupuliao,2021/8/27 13:58,15年30%停利點確實怪怪的,推,我手上有一檔 放了兩年150%的獲利(單筆進場四次)找你的邏輯 我在起漲點就賣光了 啥都沒賺到現在基金只要+1% 我就增加2% 以上我的玩法是 平常存錢，崩盤時加碼偶而看到新的標的 會買來嘗試
回覆,yuansiyu,2021/8/27 16:58,[組合] 退休基金組合,推,四檔標的看起來都重押科技，如果遇到股災很容易全面下跌應該分布在不同的地區或產業，否則會失去分散風險的意義
回覆,pk0943,2021/8/27 17:59,[組合] 退休基金組合,推,建議一檔換中信越南
回覆,Fz,2021/8/27 18:53,[組合] 退休基金組合,推,標的看起來重壓科技 想清楚就好，然後停損停利很奇怪
回覆,twken10,2021/8/28 01:12,[組合] 退休基金組合,推,推0050。5G那支，建議先想一下，15年後還有5G嗎？
回覆,pyhsi,2021/8/28 08:46,[組合] 退休基金組合,推,"不好意思個人淺見,如果是存退休的基金應該要分散一些風險不要全壓股票型的,可以分散一些在債券配息型的基金萬一這些標的一路走低,至少還有個保守選項防止失血不會太多"
回覆,bianlee,2021/8/28 10:35,[組合] 退休基金組合,推,全股票而且都是科技居多，風險評估偏高
回覆,murphytsai,2021/8/28 13:00,[組合] 退休基金組合,推,台股和科技平均配置
回覆,dbdudsorj,2021/8/30 01:06,[組合] 退休基金組合,推,你那個-15%超容易達到的你知道嗎弄那個-15%你很快就得停損了
回覆,shuiwuhen,2021/9/2 23:38,[組合] 退休基金組合,推,前陣子大跌，很容易達到-15%，但相對回升也快，改成加碼攤低，可能賺更多。當然沒有一定，但…真的有時候很容易達到-15%
回覆,uyulala,2021/9/3 07:22,[組合] 退休基金組合,推,去年2-3月的強勢市場下跌幅度約-30%左右，換算成定期定額正好達到你的停損-15%，所以如果你在那時停損，正好完美的賣在最低點 也有弱勢標的跌幅-60幾%的，我會建議多模擬一些股災時的狀況來決定定期定額要如何操作
主文,thujk (挖係大寶),2021/8/26 23:31,[問題] 新手的基金扣款帳戶,無,"版上各位大大好

想辦個作為基金交易的扣款帳戶，有爬文過

大概知道 數位帳戶優惠比實體帳戶好

像是第一銀行數位帳戶、Richart......等

請問這些資訊要去哪裡查找

以及有推薦哪間銀行做為扣款帳戶

謝謝

"
回覆,perseus0724,2021/8/26 23:41,[問題] 新手的基金扣款帳戶,推,直接google數位帳戶推薦，看好哪家再搜尋就好
回覆,winterstroll,2021/8/26 23:58,[問題] 新手的基金扣款帳戶,無,還有bankservice板
回覆,thujk,2021/8/26 23:58,還有bankservice板,推,謝謝樓上2位大大
回覆,bluezero000,2021/8/27 00:30,[問題] 新手的基金扣款帳戶,無,還需考慮外幣兌換的匯率
回覆,taipoo,2021/8/27 00:30,[問題] 新手的基金扣款帳戶,無,我都是用koko跟rihart
回覆,murphytsai,2021/8/27 00:30,[問題] 新手的基金扣款帳戶,無,大戶
回覆,celtics1997,2021/8/27 00:30,[問題] 新手的基金扣款帳戶,無,@taipoo錢奴都用批踢踢來發瘋#1X715Q9s (love)#1X836LkC (NEW_ROC)
