主文/留言,作者,時間,標題,內容
留言,中國文化大學,2021/11/9 18:08,接下來怎麼理財,如果有一筆半年以上不會動到的錢，可以參考看看我們家投資了十幾年的商品～每年報酬率有8%以上，閉鎖期短、可隨時解約、拿得回本金，重點不跟著市場走勢！
主文,中國文化大學,2021/8/31 09:08,信託契約,"最近線上開戶要買股票基金 要信託契約簽署
我查網路上信託要收費而且都蠻高的 有的說不用
我這個不知道要不要收費
求解？"
留言,擁抱特斯拉,2021/8/31 13:55,信託契約,基富通唯一正解
主文,瓜球,2021/8/28 12:23,股神巴菲特100萬美元的賭注,"嗨大家，我是瓜球
為了避免又引戰（怕
今天來分享個輕鬆的小故事
指數VS基金
在 2007 年的股東會上，巴菲特公開表示他願意以100 萬美金做賭注，參與賭注的人可以挑選最多 10 檔的避險基金做成組合型基金，和他選擇的標普500指數(S&P 500)進行十年的績效比較，時間是2008年-2017年。
如果輸了的一方，就要捐100萬美元給贏家指定的慈善機構。
避險基金經理人泰德．塞德斯（Ted Seides）接受了巴菲特的挑戰，挑選了5檔基金作為他的投資組合。 
S&P500指數是什麼？
● 中文：標準普爾500指數
● 成分股：美國500間大型企業(不一定前500)
● 佔美股總市值80%，具代表性
● 加權方式：流通市值加權
● 知名企業：蘋果、微軟、臉書、嬌生、VISA、亞馬遜、特斯拉等
巴菲特的提示
1.連專業基金經理人都難以擊敗大盤
散戶得到的都是落後資訊，更難擊敗大盤。
2.費用率很重要
VOO費用率只需要0.03%，但主動型基金費用率高達1-3%。
3.簡單就好，以簡馭繁
Buy&Hold 長期持有，就能有很不錯的報酬。 
資料參考：巴菲特2017年股東信、副總裁的理財日誌、MoneyDJ、Yahoo Finance
喜歡的話按個愛心，也很歡迎留言討論
希望有幫到看這篇文的你們！
我是瓜球，我們下次見"
留言,Farmer ZhuGe,2021/8/28 14:13,股神巴菲特100萬美元的賭注,讚，巴菲特說過很少有人願意慢慢變有錢
留言,原Po,2021/8/28 15:43,股神巴菲特100萬美元的賭注, 真的，不過我相信等我們老了以後，一定有不少有錢人是慢慢等來的
留言,國立中正大學,2021/8/29 01:24,股神巴菲特100萬美元的賭注,"這裡有個重點是你要選對國家
他很相信美國美國也確實發展很好才有這樣的報酬"
留言,狂徒,2021/8/29 03:07,股神巴菲特100萬美元的賭注,感謝樓主分享，在怕什麼XD
留言,消波塊KKKK_ONNN,2021/8/29 04:15,股神巴菲特100萬美元的賭注,"其實你上次分享的8%很棒，一堆美股ETF投資組合回測都可以達到1X%
而且國外分紅保單很多也接近8%(更無腦)
會跳出來戰的/質疑的
通通是資訊不對等不知道有這些工具投資/情報的人XDD"
留言,原Po,2021/8/29 04:20,股神巴菲特100萬美元的賭注,"B4 
其實大多數都是輸給該國對應指數的
B5
哈哈哈我沒在怕被嘴，只是怕大家又搞錯重點，先從不太有爭議的來
B6
謝謝你！！其實8%算蠻保守（但未來我也說不準），未來也會分享更多報酬率相關資訊，敬請期待"
留言,國立中興大學,2021/8/29 06:06,股神巴菲特100萬美元的賭注,"b6等等啊分紅保單是啥
怎麼聽起來是可怕的東西"
留言,消波塊KKKK_ONNN,2021/8/29 08:29,股神巴菲特100萬美元的賭注,"B8 你不懂得情況下當然覺得可怕
不過只能跟你說比台灣金管會管的金融商品還安全"
留言,國立臺灣科技大學,2021/8/29 14:29,股神巴菲特100萬美元的賭注,"B9 香港保單佣金很高啊
IG一堆理財顧問偷偷影射,因為公然銷售是不合法的。"
留言,國立臺灣科技大學,2021/8/29 14:31,股神巴菲特100萬美元的賭注,"有考慮去副總裁理財筆記的公司上班嗎
他也是專推被動投資。"
留言,長庚大學,2021/8/30 04:24,股神巴菲特100萬美元的賭注,"有時候看到這種文蠻好笑的
巴菲特多少錢，你多少錢
那我也引用巴菲特講過的話好了
「如果我手裡只有100萬美金，年化報酬50%沒問題」
錢少要贏大盤很容易好嗎"
留言,國立臺北教育大學,2021/8/30 04:56,股神巴菲特100萬美元的賭注,"我都買SPLG代替VOO
一樣都追蹤標普500費用相同
但一股只要八分之一價錢
比較適合小資族"
留言,原Po,2021/8/30 05:46,股神巴菲特100萬美元的賭注,"B11 我面試了兩個月，但還沒有結果
B12 嗯所以巴菲特只交待遺產90%全拿去買股票，一般人比較適合股債配置
B13那也可以～不過如果用定期定額就可以買進碎股，不用擔心這問題，另外也可以參考投資全球而不是只買美國哦"
留言,國立臺灣科技大學,2021/8/30 06:31,股神巴菲特100萬美元的賭注,B14 讓他看到這篇就錄取了
留言,韭菜們的救贖,2021/8/30 09:44,股神巴菲特100萬美元的賭注,"po文就是要引戰啊
不想引戰po文很無聊餒
像我po文就被戰到檢舉下架
嘻嘻"
留言,國立臺北教育大學,2021/8/30 11:35,股神巴菲特100萬美元的賭注,"B14 voo最小一股就要400美,不是每個小資都可以每個月買吧"
留言,原Po,2021/8/30 12:59,股神巴菲特100萬美元的賭注,"B15 我也希望XDD 
B16 之後再來一次血流成河
B17 可以去查查～是碎股不是零股哦"
主文,嘉南藥理大學,2021/8/27 12:54,各位都怎麼去理財 ?,"個人是個小資族 每月都領2萬多左右
很難去想像自己要存多少錢才能夠以後夠養父母
但是現在的資產配置以前就都有存錢的好觀念了
但前陣子看著別人的YT說真的現在變化很大
如果傻傻地存錢沒有做投資好像都無法追上金錢的通膨
想問各位都利用什麼APP軟體做投資
股票這塊我可能不是很懂
身邊也沒有朋友在玩股票要學也不好學習
區塊練數位幣這詐欺或者不會玩也是很大的一個坑
個人目前只有保險儲蓄跟一些銀行的定存而已
所以我在想最近有看到什麼ETF我也試著去了解
可是我想問的是各位都怎麼去買
是利用APP軟體之後註冊認證身分證在去開通嗎
還是說都怎麼處理的方式
我追求比較穩健型的長久型也可以
只是想多點配置賺錢的機會也老大小了
害怕幾年後父母老了要靠我養
卻薪資都很少無法再上漲
希望有人可以灌輸我很棒的觀念
謝謝!!"
留言,mix_,2021/8/27 14:10,各位都怎麼去理財 ?,"其實啦 兩萬多
一開始可能還是要從準備緊急金
日常金為主 一般常見6個月等等
等你準備夠了再來投資
而且薪水比較少的情況
從穩健一點的投資做起
因為你比較承受不了重大的虧損
可以搜尋卡稱追蹤我ig哦"
留言,國立交通大學,2021/8/27 14:27,各位都怎麼去理財 ?,"2萬多就不要想那麼多
股票本金要求多，區塊鏈又説是坑
你還是存銀行吧"
留言,世新大學,2021/8/27 14:54,各位都怎麼去理財 ?,"B4 區塊鏈其實還行 只是要求功課量大些
但慢慢來的話還是很讚 
適合投資風險偏大的人來"
留言,原Po,2021/8/27 14:56,各位都怎麼去理財 ?,"B3 所以追蹤你可以知道怎麼去投資的方法啊？
B4 嗯嗯！銀行我有存但每個月想說會多個幾千塊可以小額投資一些吧！"
留言,景文科技大學,2021/8/27 15:01,各位都怎麼去理財 ?,"可以參考我的投資分享
主要是走長期投資，希望可以給你當作一個參考"
留言,mix_,2021/8/27 15:05,各位都怎麼去理財 ?,"B6
我的出發點是幫助投資人
用另一個觀點看投資這件事
但我就沒有分享什麼基本的名詞等等
那種東西投資人應該要自行爬文
推薦看市場先生整理的超完整客觀"
留言,東海大學,2021/8/27 16:02,各位都怎麼去理財 ?,區塊鏈光詐騙集團就不知道先擋掉多少繳智商稅的了呵呵
留言,斯科特社區大學,2021/8/27 18:16,各位都怎麼去理財 ?,去券商開戶 下載他的app 就可以下單
留言,句點大將軍,2021/8/27 19:13,各位都怎麼去理財 ?,"B0 我覺得先投資自己
拉高基礎底薪會比較好喔
可以存一筆生活費
讓你可以考證照、考試、轉職加薪
等提高之後
每個月能投入的金額變多
再用閒錢做投資
1.可以穩定心態
2.可以選擇的策略也比較多
投資很重要
但是存錢也很重要
加油"
留言,致理科技大學,2021/8/27 22:02,各位都怎麼去理財 ?,推薦台股正二 景氣紅燈唯一選擇
留言,漢克探索中,2021/8/27 22:06,各位都怎麼去理財 ?,"想用海外券商投資美股的話
這邊有完整的流程
但我覺得你的重點還是在
了解投資的基本觀念，以及投資方法的基本邏輯
基本上APP只是輔助
尤其你如果想長期投資
那手機槓麻裝一個APP天天提醒自己去看xD"
留言,台南應用科技大學,2021/8/27 22:24,各位都怎麼去理財 ?,這篇怎麼沒人説看柴鼠兄弟
留言,輔仁大學,2021/8/28 01:10,各位都怎麼去理財 ?,這薪資我覺得你要先投資自己…
留言,東海大學,2021/8/28 01:12,各位都怎麼去理財 ?,"阿爸媽是不會自己養自己歐==？
沒存退休金？"
留言,弘光科技大學,2021/8/28 01:19,各位都怎麼去理財 ?,"有閒錢再想投資，首先緊急預備金先準備好。
再來如果為了省吃儉用多省那幾千$拿去買股票，不如拿來投資自己讓自己多一樣技能，提高本薪的收入。
再怎麼省，本金不多，投資效益也不會大到哪去。"
留言,QQ,2021/8/28 01:25,各位都怎麼去理財 ?,先開證卷戶頭，然後從零股慢慢買起，也可以設定每個月定期定額買，最低每個月可以定期定額1000，我也是慢慢這樣開始買慢慢研究的，可以多多爬文看看哪個標的股比較穩健，希望有幫助到你，畢竟學校是學不到這些的，如過很想小額投資很建議可以開始一點一點慢慢買，理財這檔事真的是越早開始越好喔！
留言,國立澎湖科技大學,2021/8/28 01:28,各位都怎麼去理財 ?,我是本來就有開大戶，為了升大戶加開大戶投就開始定期定額0050
留言,國立臺北護理健康大學,2021/8/28 01:45,各位都怎麼去理財 ?,"1、學士後護理門檻低
2年後到北部工作薪水翻倍40-68k
（薪資依醫院規模大小浮動）
2、存到緊急預備金以後
存到投資的錢也會慢慢起來
3、投資
27歲剛達成400萬的路過XD
父歿母退休錢從高中就自己想辦法了
股票也是這兩年才投入的XD"
留言,查無此人,2021/8/28 01:57,各位都怎麼去理財 ?,好厲害 我比你大一歲才存你的四分之一
留言,國立中央大學,2021/8/28 02:24,各位都怎麼去理財 ?,"要學習投資先從避免看上面那堆沒用的粉專跟IG，這是最重要的，那些人寫的東西絕對只會害了現在的你
YT搜尋 柴鼠兄弟 了解一下什麼是""股票""
""全部都看懂""之後可以從這個書單選一些書來看
選你看得順眼的看就可以
「從了解開始 不是從怎麼做開始
夠了解之後你就會知道自己要怎麼做了」
記住這段話"
留言,中央警察大學,2021/8/28 02:31,各位都怎麼去理財 ?,先努力提升薪水吧，2w都只能一個月溫飽而已吧
留言,國立臺北大學,2021/8/28 03:10,各位都怎麼去理財 ?,"2萬多不是小資吧
先投資自己增加收入看看"
留言,國立虎尾科技大學,2021/8/28 03:47,各位都怎麼去理財 ?,2萬多乖乖省吃儉用啦！吃飽都難了別想投資了
留言,Cccccccc,2021/8/28 03:47,各位都怎麼去理財 ?,"可以來先聊聊需求 
然後再看看用什麼理財工具能幫助你
看完大家的留言，自己評估看看，不過還是先去上網了解基本概念比較好"
留言,致理科技大學,2021/8/28 03:47,各位都怎麼去理財 ?,呃，你現在需要的不是免費諮詢，找專業人士討論不是更好嗎？
留言,東海大學,2021/8/28 03:57,各位都怎麼去理財 ?,"我很擔心你會被騙
記住！天下沒有白癡的午餐
絕對不要相信代操 匯款給對方之類的話術
錢在自己手上才是真的
怎麼錢滾錢就要好好做功課
Youtube上很多影片
再延伸出去找相對應的app
話說我不懂你為何堅持一定要一個app
一定要的話你就去下載大戶投
去開個線上證券戶 從買零股開市投資起"
留言,中原大學,2021/8/28 04:36,各位都怎麼去理財 ?,"呃 任何投資都有風險 
不是推薦方法推薦app給你就能賺錢欸==
而且本金不夠也要投資 
你不如拿這些時間去跑外送增加收入.."
留言,國立成功大學,2021/8/28 04:43,各位都怎麼去理財 ?,"長期存股
存股的方法是這樣的
首先必須要找殖利率>5%的股票
殖利率等於年平均股息÷現價
每次配息一次就可以減少5%的成本
存十年就少50%的成本
賣掉的情況有兩種：
1. 上漲到成本價的兩倍以上，可以開始分批賣出，找下一個殖利率>5%的股票
2. 這支股票不再配息，賣掉
建議找傳產、金融的中小型股，很多殖利率5%的股票
如果您對選擇權對沖存股風險有興趣，再留言跟我說，我會再解說給您，這樣可以比其他存股族更快達成千萬資產"
留言,國立中山大學,2021/8/28 05:22,各位都怎麼去理財 ?,"2萬多的話 有餘力再兼差
把兼差的那筆拿去投資 
剩下正職的薪水就拿去日常開銷or存
切記存股的部分跟存錢一樣短時間內看不到成效"
留言,德明財經科技大學,2021/8/28 06:37,各位都怎麼去理財 ?,直接125倍槓桿開下去
留言,世新大學,2021/8/28 07:09,各位都怎麼去理財 ?,"區塊鏈、股票，自己不了解都很容易被詐騙
但我只能說，下半年是區塊鏈的牛市，好好把握跟了解可以讓你加速財富自由，我也是剛畢業，但因為接觸加密貨幣目前存款已經翻了3倍，建議你可以好好研究一下，趨勢可遇不可求"
留言,國立臺北科技大學,2021/8/28 07:40,各位都怎麼去理財 ?,先開戶才能買 etf 美股也是要先開戶 還有好多東西你要學喔加油
留言,義守大學,2021/8/28 09:01,各位都怎麼去理財 ?,你可以先去開證券戶 記得選合法的券商
留言,karen(❁´ω`❁),2021/8/28 09:04,各位都怎麼去理財 ?,"其實可以先去看柴鼠兄弟，
簡單易懂好入門，加油～～"
留言,國立虎尾科技大學,2021/8/28 09:46,各位都怎麼去理財 ?,"我是證券營業員～～～
你的收入目前生活上是沒問題的嗎？
感覺一個月兩萬還要存比較辛苦耶
不過還是可以小資定期定額
如果你有興趣了解這塊你可以標注我～～～"
留言,南宮歐巴,2021/8/28 09:56,各位都怎麼去理財 ?,"先存錢！
然後培養專業，增加收入。
再來考慮理財跟投資。
這些過程多研究不同投資工具，慢慢的就會了解。基本上YT影片就一大堆了、柴鼠兄弟、艾蜜莉⋯算利教官。資源很多，用心找一定有不少。
最後就是找一個你自己得心應手，能夠配合你自己生活步調的方式而已。"
留言,國立臺灣大學,2021/8/28 10:03,各位都怎麼去理財 ?,"一個月兩萬多
你該做的是專心提升自己的本薪...
先不要去想賺什麼股票了
乖乖去存緊急預備金吧..."
留言,Farmer ZhuGe,2021/8/28 10:23,各位都怎麼去理財 ?,上YT找退休大叔、慢活夫妻、懶錢包，你可以找妳自己喜歡有興趣的內容看
留言,國立嘉義大學,2021/8/28 11:55,各位都怎麼去理財 ?,比特幣
留言,義守大學,2021/8/28 12:20,各位都怎麼去理財 ?,2萬多你乾脆去線上娛樂城吧 百家樂壓閒贏了就有4萬 哈哈哈
留言,淡江大學,2021/8/28 12:23,各位都怎麼去理財 ?,抱歉我沒要硬扛，但股票不是靠 “玩”......
留言,plan.n,2021/8/28 13:00,各位都怎麼去理財 ?,"建議還是要花錢投資自己去上課學習投資喔
你追求穩健長久型的話可以試試看美股價值投資"
留言,朝陽科技大學,2021/8/28 13:16,各位都怎麼去理財 ?,"說身邊沒人操作股票所以不好學，我覺得都是藉口。
很多人都是自己學習，看你問的問題根本是伸手......至少基本常識知道了再來問。現在要學東西資源很多，看書看影片搜尋就有方向。"
留言,原Po,2021/8/28 14:58,各位都怎麼去理財 ?,"謝謝許多人的指導還有給的方向
我並不是身手要東西
而是沒有方向尋求懂的人在線上給個指點而已
那些講話很酸又哭 x的現在是什麼日子
不需要講話這麼酸
每個人不是一開始就會走路
當然是有機緣或者協助下或者是剛好看到什麼才懂得做這些事情的
只是上來問問而已
被說成伸手牌真不懂這社會怎麼了
連詢問都不行嗎
搞不懂"
留言,嶺東科技大學,2021/8/28 15:54,各位都怎麼去理財 ?,"B11 如果每個月只剩五百塊
要如何先投資自己呢…
目前外宿薪水兩萬多，每個月省吃儉用只能存下五百"
留言,僑光科技大學,2021/8/28 16:20,各位都怎麼去理財 ?,股票：找每年都可以填息 殖利率大概5%左右，然後股價會隨著時間增值的，每個月定時存股，到老了可以不會餓死，想讓父母過好日子的話比較難。
留言,中華科技大學,2021/8/28 16:57,各位都怎麼去理財 ?,沒空研究股票，留五萬預備金，其他全丟投資型保單增加被動收入。
留言,匿名,2021/8/28 17:26,各位都怎麼去理財 ?,"首先  單身30年 不要交女友  你就賺一桶金了
在存50萬  買間小套房
5年~8年  把它付完   在換三房&  透天
在來慢慢付  有閒錢  定期定額  買入第一銀  中信金之類的股票  零股也行
大約55歲   你平穩的一生也打好地基了  
當然~你也可以選擇更好的方式
這是最低風險的人生"
留言,句點大將軍,2021/8/28 17:45,各位都怎麼去理財 ?,"B49
如果可以先從最基礎的記帳，捨棄掉不是必要的開銷開始，看是需要還是想要 EX：
房租-需要
生活費-需要
吃好料-想要<可以更改成自己做或者吃簡單一點
電費-想要輕鬆的生活 可以把不用的電器拔掉
然後每個月設定目標，可以從多存500開始，等習慣了在慢慢往上加，一點經驗談，千萬不要操之過急，一時不適應很容易有補償心態，以上只是舉例，有記帳你才有辦法知道跟上個月的差異在哪，慢慢開始存不要覺得錢小就不存
另外可以用多餘的時間額外打工，跑跑Uber、兼職、代購、批貨來賣或者直接選擇工時長的工作，當然會很累，但是至少有一筆錢之後，才有辦法往下個階段前進
如我上面說的，可以準備考公職、考證照、轉職，甚至如果有好的工作機會，也可以直接轉不一定要先存錢
等你的工作適合穩定做下去了，再來規劃投資，根據個人能承受的風險以及時間資金目標，去選擇適合的工具以及策略
最後想跟妳說搜集資訊其實也很重要，像我以前不懂的時候，閒暇時間就只關心玩什麼網遊跟朋友出去玩或者去哪吃飯，等你真正開始關心「賺錢」這件事，你就會去瞭解最近有什麼新的消息，例如我剛好跟上幾年前的挖礦潮，或者那些工作的薪資大概會落在哪裡，當你有這些資訊，面試也比較有底氣也才知道懂的選擇，除了提高工作品質外，也可以提高你投資的眼光，對我來說增加相關的資訊也是投資自己的一種方式。
加油喔，如果有什麼不懂也可以問我，不一定會是最好的方式，但應該可以給妳一點方向"
留言,中央警察大學,2021/8/29 00:10,各位都怎麼去理財 ?,B49 先提高薪水吧～你一個月500，一年6000，就算投報率100%，也不過就6000元而已
留言,小烏鴉Lil Crow,2021/8/29 03:16,各位都怎麼去理財 ?,"說真的...基本薪資太低，真的不建議你去投資你不懂的東西...
先想辦法充實自己的技能，提高自己的價值，可以領到好一點的薪水，當存夠了緊急應變金，有閒錢再來考慮投資的事情。"
留言,嘻嘻哈哈,2021/8/29 07:02,各位都怎麼去理財 ?,"我曾經有一億，在我的夢裡QQ
現在賺錢難，有錢投資更難。"
留言,實踐大學,2021/8/29 12:39,各位都怎麼去理財 ?,"B0 
本人的工作是幫客戶做稅務管理跟資產保全的
如果要做穩健型或長期型的話
我可以提供一些建議給你～～"
留言,卡稱比卡稱大,2021/8/29 13:46,各位都怎麼去理財 ?,"B0
我覺得
B11的觀點建議不錯喔，
先把本業本金拉高，然後在那期間要慢慢建立自己不錯的投資價值觀。
畢竟本業可能會是你未來十到二十年的主要收入來源。
而投資會是你的副業，求穩定的就是定期定額的指數型ETF，然後多看一些比較保守正向的投資文章，那些短線賺錢的盡量不要去碰，除非你是天選之人，這是我給的小小經驗。
我自己投資快五年也慢慢得到自己的投資聖杯，
祝福你可以找到適合自己的方法，現在開始永遠不嫌晚，時間絕對是你的好夥伴👍"
留言,嶺東科技大學,2021/8/29 14:25,各位都怎麼去理財 ?,B37您好 不好意思 我想瞭解…
留言,素美眉,2021/8/29 14:51,各位都怎麼去理財 ?,2萬多不知道您存款多少，先找個配息高的股票每個月存一點點，總比銀行好，別玩自己不懂的東西
留言,朝陽科技大學,2021/8/29 16:27,各位都怎麼去理財 ?,"B33
想詢問區塊鏈這部分是你完全自己摸索嗎？
還是有沒有建議區塊鏈可以從何著手例如有沒有推薦什麼書單或一些必要知道的概念，想說能否分享一下哈哈
最近想開始研究區塊鏈才發現這要學的感覺比股票多太多太多了，所以才想說有什麼好建議，謝謝
另外想問下妳會去碰ICO的項目嗎？（因為最近有網友推薦我，雖然他也有跟我說明白皮書，白皮書看起來沒問題，確實項目看起來蠻有潛力的）只是初期只會上pro ex&ACE交易所而已，好像很沒保障哈哈，Etherscan真的上鏈就一定會上幣嗎？
還是ICO那個成本太高就比較不會考慮呢？
如果你願意替我解惑，我會超感謝你的，但若覺得麻煩，可以pass"
留言,素美眉,2021/8/29 17:50,各位都怎麼去理財 ?,首先可喜的是你有危機意識，不知道你幾歲?先提升一下自己的薪資，賺2萬多不是重點，一個月甚或1年能存下多少錢才是重點，任何理財方式會跟你說“穩賺不賠“的8成都有問題，因為任何投資都有風險，不要賠了夫人又折兵，別因為聽信人家什麼好賺就去投資，這麼好賺自己都默默賺了，跟你說?自己有抽成賺嗎?那要是賠了怎麼辦?年輕人喜歡一步登天的很多，進股市最愛當韭菜被收割了，薪資現在少幾年後是否能提升?待的工作是否有前景?亦或本身有技術專長做副業，建議你先存到1桶金再說吧～然後，把未來想買的東西規劃進去，比如房子，車子，人生大概就是5子登科，看你是想要銀子妻子孩子房子車子，或是銀子，樂子，名子，膽子，位子，問問自己最在乎的是什麼，你就會知道自己該在幾歲時存到多少錢，往前推到每月的存款數字，什麼樣的薪資條件能達成自己的想望，理財是越早做越好，希望你不只是想而已，加油~
留言,世新大學,2021/8/30 04:54,各位都怎麼去理財 ?,"B62 你好 你很可愛我決定回答你 哈哈哈哈
1.ICO項目基本上我比較不碰，除非已上前五大交易所的新幣，我才會去購買，因為ICO白皮書寫得再好也要看他目前做到哪，跟趨勢是否符合，不然都是空談，建議上交易所後再做買賣至少安全，且都上交易所也不會爛到哪去
2. 虛擬貨幣是我自學，建議可以從一些基礎開始下手EX: youtuber腦哥chill塊鏈，也可以去＜鏈新聞＞看每天的時事，先了解虛擬貨幣你才知道投資的是什麼，該怎麼挑選項目
3.下半年方向分三個 平台幣(FTT、BNB) NFT項目(ALICE、SAND、AXS…) Defi項目(C98、LUNA、AVAX…) 給你參考
4.幣圈一日人間一年，虛擬貨幣漲幅大利潤客觀，但要做好功課，初期建議別碰合約不然很可怕,加油"
留言,Adam,2021/8/30 10:36,各位都怎麼去理財 ?,"跟B2一樣意見
先準備緊急金為主
可以先辦個一銀iLEO
1.2%的利率 活存存裡面會快一些"
留言,國立屏東大學,2021/8/30 12:26,各位都怎麼去理財 ?,all in 刮刮樂
留言,朝陽科技大學,2021/8/30 14:59,各位都怎麼去理財 ?,"B64 哈哈～你人真的好好唷！！萬分感激（覺得社會好溫暖呀）
1.原來ICO項目是有機會可以一次就上到好幾個大的平台的唷！！（原本以為是不是因為它剛上去太小，所以可能比較無法上架到大的交易所）好唷～～會聽從區塊鏈有經驗的前輩的話，上交易所後在去買賣，降低風險
2.好呀 ～我會去看鏈新聞、你推薦you tuber 頻道的～之前有看YT聽說最好是可以先關注個近1-2個月的區塊鏈相關新聞動向，最不會被騙的方式好像是看程式碼，只是那個就比較困難一點
謝謝妳呢，會朝著下你說的這些方向，特別留意與專研的
嗯嗯 我知道唷～區塊鏈其實操作很像股票，在股票的市場的東西幣圈好像也都可以操作，我知道唷合約等同於開槓桿好像最大可以到125倍（不知有沒有看錯哈哈），我會乖乖的按照正常守紀律方式操作，不去碰那個，也許未來比較熟悉可以2-3倍試看看，也謝謝你特別提醒唷！
最後再次想跟你說謝謝，打那麼多字跟我分享呢！祝你天天開心和投資順利唷"
留言,Farmer ZhuGe,2021/9/1 15:05,各位都怎麼去理財 ?,B48 多上YT看一些影片，不要看技術面的，心法比技術難我覺得，我覺得我在剛接觸股市的時候很慶幸不是先看到技術面的東西，你參考
主文,康乃爾大學,2021/8/27 03:12,25歲理財股票基金投資,最近想要做一些投資，因為是新手前幾年誒在國外所以沒有接觸到這一塊。想問大家一開始新手都怎麼投資呢？ 目前月薪55k左右，年薪大概150，無車貸房貸。
留言,國立屏東大學,2021/8/27 03:26,25歲理財股票基金投資,"平常的投資是什麼可以月薪55k
年薪150就做那個投資不就好了"
留言,消波塊KKKK_ONNN,2021/8/27 06:04,25歲理財股票基金投資,"我大概跟你差不多薪水27歲
我自己配置是台股+美股被動投資+國外的分紅保單
每個月5000投入0050的零股(20年IRR8%)
10000投入美股VOO、VTI、BND、TLT(10年IRR12%)
20000投入分紅保單－躍進(40年IRR6%)
做好投資+理財保本，滾大資產
當然也有做富業開源預計31-33歲可以退休"
留言,國立陽明交通大學,2021/8/27 14:54,25歲理財股票基金投資,B2 副業是啥…那麼早就可以退休
留言,原Po,2021/8/27 15:27,25歲理財股票基金投資,B1 那是主業沒有副業沒有投資 也沒有收房租 所以現在想找投資試試看 有沒有推薦的呀
留言,中華大學,2021/8/28 00:10,25歲理財股票基金投資,看到永豐有活動開戶，就開始定期定額存美股~~~
留言,國立中興大學,2021/8/28 01:47,25歲理財股票基金投資,"B2 
請問您是什麼管道投VOO跟VTI的呀
開海外戶嗎
10000是定期定額嗎"
留言,消波塊KKKK_ONNN,2021/8/28 05:12,25歲理財股票基金投資,"B3 做團隊、開工作室
建立錢賺錢系統並且合理的分潤就可以達到目標"
留言,中臺科技大學,2021/8/28 13:32,25歲理財股票基金投資,為何大家都買VTI不買VT啊？
留言,崑山科技大學,2021/8/29 07:57,25歲理財股票基金投資,現在年輕人真的很急 還沒存到錢就開始想投資
留言,奇犽,2021/8/29 11:22,25歲理財股票基金投資,"月薪55000
大哥您年終15個月嗎"
留言,原Po,2021/8/29 15:27,25歲理財股票基金投資,B10 如果不投資每個月多賺點 我就要到國外工作了。美國很多公司在找
留言,國立臺灣大學,2021/8/29 23:09,25歲理財股票基金投資,千線萬線不如一條內線
主文,射後布里茲,2021/8/26 11:52,#請益 還要放著嗎？,"(75AC)富蘭克林坦伯頓全球投資系列大中華基 金美元A(acc)
這5年前買的，年初的時候沒賣掉，前幾天看了才發現跌了這麼多，請問有機會漲回來嗎⋯⋯"
留言,國立屏東大學,2021/8/26 12:21,#請益 還要放著嗎？,賣
留言,原Po,2021/8/26 12:32,#請益 還要放著嗎？,B1請問有推薦的存股嗎？
留言,mix_,2021/8/26 12:53,#請益 還要放著嗎？,"ETF
台股006208 00692
美股VTI QQQ等等超多可以選"
留言,大仁科技大學,2021/8/26 15:14,#請益 還要放著嗎？,看了一下，會建議你賣，五年前買的現在還有賺，但看了一下投資內容XD中國地區居多，剛好2021以來，中國政府像瘋子一樣，左打阿里麻麻，右踢騰訊爸爸，不過，昨天他們的股票才剛大回彈，你也可以稍微再關注一下中國金融市場的狀態
留言,逢甲大學,2021/8/26 15:19,#請益 還要放著嗎？,"5年前買的 績效也是賺 怎麼上去就怎麼下來
現在換其它的也是貴鬆鬆"
留言,了不起，負責,2021/8/26 15:39,#請益 還要放著嗎？,"要漲了
中國股市pb大概在1.6相對低點
要加碼"
留言,輔仁大學,2021/8/26 17:00,#請益 還要放著嗎？,"主要看投資內容是什麼吧
如果是上面說的一樣是中國資產
那我不建議抱了
因為現在中國政府不只壓反壟斷
還到處施壓，讓股價下跌，淨利回吐
這樣外資離開後讓股權回歸中國
那貨幣寬鬆政策差不多要開始收縮後
利率升高、美元升值、美元回流
美股以外市場也會受到打壓"
留言,原Po,2021/8/26 17:19,#請益 還要放著嗎？,"B7對啊就是b4講的那些
那我明天賣掉好了！"
留言,原Po,2021/8/26 17:22,#請益 還要放著嗎？,B3我上網查了一下，很多人說006208比00692還貴所以買00692就好，請問是因為要買滿一張才有股利嗎？
留言,輔仁大學,2021/8/26 17:39,#請益 還要放著嗎？,"B9 額應該不是
ETF是按一定比例持股
例如(台積電50%+聯發科30%+鴻海20%)
他說的貴有兩種可能
一是：換算現股價格比較貴
二是：管理費用比較貴
那如果是我的話，我會建議你可以參考ETF持股比例自己購入現股，就不用傻傻的去繳管理費。
再者其實台積電都是佔大宗(40%？忘了
你直接買台積電也相差無幾
美股的話我比較沒有經驗，不過我是會覺得投資美股比台股好。"
留言,臺灣警察專科學校,2021/8/26 22:23,#請益 還要放著嗎？,再等等，他們剛回神
